id,rainfall
2771,0.80914605
2772,0.5892156
2773,0.20237072
2774,0.27948466
2775,0.7959146
2776,0.23146275
2777,0.7909811
2778,0.46857628
2779,0.79482794
2780,0.8087262
2781,0.55489296
2782,0.8080306
2783,0.31145242
2784,0.8080306
2785,0.8080306
2786,0.67992955
2787,0.63556373
2788,0.7404006
2789,0.59917414
2790,0.80769813
2791,0.64088583
2792,0.7415448
2793,0.8080306
2794,0.31218702
2795,0.38741612
2796,0.40667772
2797,0.8080306
2798,0.32462916
2799,0.7851773
2800,0.567656
2801,0.3516048
2802,0.645606
2803,0.74182296
2804,0.7989041
2805,0.5172398
2806,0.26206708
2807,0.26067638
2808,0.5172398
2809,0.8080306
2810,0.2546461
2811,0.8080306
2812,0.77894557
2813,0.8080306
2814,0.8080306
2815,0.44034734
2816,0.35250303
2817,0.2505667
2818,0.28851247
2819,0.7136222
2820,0.28901863
2821,0.79713434
2822,0.23083223
2823,0.8080306
2824,0.8080306
2825,0.65687805
2826,0.22965175
2827,0.746649
2828,0.27187946
2829,0.7621121
2830,0.2031759
2831,0.7177912
2832,0.71017593
2833,0.4600083
2834,0.47013092
2835,0.7324209
2836,0.29377103
2837,0.7110115
2838,0.7619842
2839,0.6873889
2840,0.2031759
2841,0.23934834
2842,0.74112016
2843,0.6391038
2844,0.26853204
2845,0.8080306
2846,0.73373616
2847,0.56455237
2848,0.68747777
2849,0.7209747
2850,0.73944867
2851,0.72402763
2852,0.68693537
2853,0.7271151
2854,0.7956108
2855,0.8027287
2856,0.7997857
2857,0.7595939
2858,0.77089214
2859,0.7702162
2860,0.66273624
2861,0.79482794
2862,0.7762354
2863,0.6959147
2864,0.59167904
2865,0.5098955
2866,0.8080306
2867,0.79713434
2868,0.7778262
2869,0.29851043
2870,0.31247833
2871,0.77132696
2872,0.8080306
2873,0.71447146
2874,0.7510223
2875,0.80485225
2876,0.31926146
2877,0.74010396
2878,0.7997857
2879,0.7697893
2880,0.74197257
2881,0.8080306
2882,0.8080306
2883,0.7956108
2884,0.35155264
2885,0.60418224
2886,0.5065433
2887,0.24247627
2888,0.74010396
2889,0.21345024
2890,0.7605005
2891,0.73929197
2892,0.6243674
2893,0.21345024
2894,0.21345024
2895,0.4228806
2896,0.624508
2897,0.21441981
2898,0.2031759
2899,0.6776133
2900,0.21441981
2901,0.7233036
2902,0.2031759
2903,0.36281776
2904,0.7956108
2905,0.7552959
2906,0.7193854
2907,0.7464171
2908,0.5490783
2909,0.7167448
2910,0.6631834
2911,0.73063695
2912,0.79291856
2913,0.8080306
2914,0.7956108
2915,0.5657989
2916,0.69361675
2917,0.80485225
2918,0.8080306
2919,0.62586796
